100000	50	-1	0.00333333318121731281	1.0	0.00333333318121731281
100000	50	1	0.00333333318121731281	1.0	0.00333333318121731281
100000	50	2	0.00333333318121731281	0.5	0.00666666636243462563
100000	50	4	0.00666666636243462563	0.7	0.00999999977648258209
100000	50	5	0.01333333272486925125	0.8	0.01666666567325592041
100000	50	6	0.01999999955296516418	0.9	0.02333333343267440796
100000	50	7	0.02333333157002925873	0.9	0.02666666544973850250
100000	50	8	0.01999999955296516418	0.8	0.02666666544973850250
100000	50	10	0.02999999932944774628	0.9	0.03333333507180213928
100000	50	12	0.04666666686534881592	0.9	0.05333333089947700500
100000	50	14	0.03666666522622108459	0.9	0.03999999910593032837
1000000	50	-1	0.00999999977648258209	0.4	0.02666666544973850250
1000000	50	1	0.02333333157002925873	0.6	0.03999999910593032837
1000000	50	2	0.01999999955296516418	0.5	0.03666666522622108459
1000000	50	4	0.05333333089947700500	0.7	0.07666666060686111450
1000000	50	5	0.08666666597127914429	0.8	0.10999999195337295532
1000000	50	6	0.10999999195337295532	0.8	0.13333334028720855713
1000000	50	7	0.12666666507720947266	0.8	0.15666666626930236816
1000000	50	8	0.17333333194255828857	0.9	0.19666665792465209961
1000000	50	10	0.20666666328907012939	0.8	0.24333333969116210938
1000000	50	12	0.23000000417232513428	0.9	0.26666668057441711426
1000000	50	14	0.24333333969116210938	0.9	0.27333334088325500488
10000000	50	-1	0.12333333492279052734	0.4	0.29333332180976867676
10000000	50	1	0.21333332359790802002	0.6	0.38333332538604736328
10000000	50	2	0.22333331406116485596	0.5	0.41999998688697814941
10000000	50	4	0.56999999284744262695	0.7	0.77666664123535156250
10000000	50	5	0.81000000238418579102	0.8	1.05333328247070312500
10000000	50	6	0.92000001668930053711	0.8	1.16333329677581787109
10000000	50	7	1.11666667461395263672	0.8	1.37666666507720947266
10000000	50	8	1.57999992370605468750	0.9	1.85666656494140625000
10000000	50	10	1.65666663646697998047	0.8	2.00999999046325683594
10000000	50	12	2.18000006675720214844	0.9	2.54666662216186523438
10000000	50	14	2.49333333969116210938	0.9	2.82999992370605468750
100000	5000	-1	0.00333333318121731281	0.1	0.04333333298563957214
100000	5000	1	0.00000000000000000000	0.0	0.02333333157002925873
100000	5000	2	0.00666666636243462563	0.2	0.04000000283122062683
